name,author,format,book_depository_stars,price,isbn,category,img_paths
Economics In One Lesson,Henry Hazlitt,Paperback,4.0,12.06,9780517548233,Business-Finance-Law,dataset/Business-Finance-Law/0000201.jpg
Blink,Malcolm Gladwell,Paperback,4.0,9.66,9780141014593,Business-Finance-Law,dataset/Business-Finance-Law/0000202.jpg
Quiet Leadership,David Rock,Paperback,4.0,9.68,9780060835910,Business-Finance-Law,dataset/Business-Finance-Law/0000203.jpg
Outliers,Malcolm Gladwell,Paperback,4.0,11.84,9780316017930,Business-Finance-Law,dataset/Business-Finance-Law/0000204.jpg
The Snowball,Alice Schroeder,Paperback,4.0,13.5,9780747596493,Business-Finance-Law,dataset/Business-Finance-Law/0000205.jpg
Hitch 22,Christopher Hitchens,Paperback,4.0,13.22,9781843549222,Business-Finance-Law,dataset/Business-Finance-Law/0000206.jpg
Atomic Habits,James Clear,Hardback,4.5,17.08,9780735211292,Business-Finance-Law,dataset/Business-Finance-Law/0000207.jpg
The Lean Startup,Eric Ries,Hardback,4.0,17.57,9780307887894,Business-Finance-Law,dataset/Business-Finance-Law/0000208.jpg
Daring Greatly,Brene Brown,Hardback,4.5,16.5,9781592407330,Business-Finance-Law,dataset/Business-Finance-Law/0000209.jpg
The Millionaire Fastlane,MJ DeMarco,Paperback,4.5,18.14,9780984358106,Business-Finance-Law,dataset/Business-Finance-Law/0000210.jpg
The Dip,Seth Godin,Paperback,4.0,6.99,9780749928308,Business-Finance-Law,dataset/Business-Finance-Law/0000211.jpg
The Innovator's Dilemma,Clayton M. Christensen,Paperback,4.0,19.36,9781633691780,Business-Finance-Law,dataset/Business-Finance-Law/0000212.jpg
Keep Going,Austin Kleon,Paperback,4.5,8.94,9781523506644,Business-Finance-Law,dataset/Business-Finance-Law/0000213.jpg
Sam Walton,Sam Walton,Paperback,4.0,6.77,9780553562835,Business-Finance-Law,dataset/Business-Finance-Law/0000214.jpg
"Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal",Oren Klaff,Hardback,4.0,14.63,9780071752855,Business-Finance-Law,dataset/Business-Finance-Law/0000215.jpg
Steve Jobs,Walter Isaacson,Paperback,4.0,12.27,9780349140438,Business-Finance-Law,dataset/Business-Finance-Law/0000216.jpg
Nice Girls Don't Get The Corner Office,Lois P. Frankel,Paperback,4.0,7.88,9781455558896,Business-Finance-Law,dataset/Business-Finance-Law/0000217.jpg
Growth Hacker Marketing,Ryan Holiday,Paperback,4.0,7.86,9781781254363,Business-Finance-Law,dataset/Business-Finance-Law/0000218.jpg
Thrive,Arianna Huffington,Paperback,3.5,10.19,9780753555422,Business-Finance-Law,dataset/Business-Finance-Law/0000219.jpg
The Phoenix Project,Gene Kim,Paperback,4.5,19.51,9781942788294,Business-Finance-Law,dataset/Business-Finance-Law/0000220.jpg
Team of Teams,General Stanley A. McChrystal,Paperback,4.0,10.36,9780241250839,Business-Finance-Law,dataset/Business-Finance-Law/0000221.jpg
Losing My Virginity,Sir Richard Branson,Paperback,4.0,14.79,9780753519554,Business-Finance-Law,dataset/Business-Finance-Law/0000222.jpg
The Plea,Steve Cavanagh,Paperback,4.5,8.78,9781409152354,Business-Finance-Law,dataset/Business-Finance-Law/0000223.jpg
Presence,Amy Cuddy,Paperback,4.0,12.22,9781409156017,Business-Finance-Law,dataset/Business-Finance-Law/0000224.jpg
The DevOPS Handbook,Gene Kim,Paperback,4.5,19.16,9781942788003,Business-Finance-Law,dataset/Business-Finance-Law/0000225.jpg
Drive,Daniel H. Pink,Paperback,4.0,12.96,9781594484803,Business-Finance-Law,dataset/Business-Finance-Law/0000226.jpg
Strengths Based Leadership,Tom Rath,Hardback,4.0,19.41,9781595620255,Business-Finance-Law,dataset/Business-Finance-Law/0000227.jpg
"Predictably Irrational, Revised and Expanded Edition",Dr Dan Ariely,Paperback,4.0,14.07,9780061353246,Business-Finance-Law,dataset/Business-Finance-Law/0000228.jpg
The Advantage,Patrick M. Lencioni,Hardback,4.0,16.18,9780470941522,Business-Finance-Law,dataset/Business-Finance-Law/0000229.jpg
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition",William J. O'Neil,Paperback,4.0,13.68,9780071614139,Business-Finance-Law,dataset/Business-Finance-Law/0000230.jpg
Think and Grow Rich Deluxe Edition,Napoleon Hill,Hardback,4.0,19.97,9781585426591,Business-Finance-Law,dataset/Business-Finance-Law/0000231.jpg
Trading in the Zone,Mark Douglas,Hardback,4.0,40.02,9780735201446,Business-Finance-Law,dataset/Business-Finance-Law/0000232.jpg
Invisible Women,Caroline Criado Perez,Paperback,4.5,16.87,9781784742928,Business-Finance-Law,dataset/Business-Finance-Law/0000233.jpg
How to Win Friends and Influence People,Dale Carnegie,Paperback,4.0,14.15,9780671027032,Business-Finance-Law,dataset/Business-Finance-Law/0000234.jpg
The Art of Statistics,David Spiegelhalter,Hardback,4.5,17.5,9780241398630,Business-Finance-Law,dataset/Business-Finance-Law/0000235.jpg
Capital in the Twenty-First Century,Thomas Piketty,Paperback,4.0,19.93,9780674979857,Business-Finance-Law,dataset/Business-Finance-Law/0000236.jpg
Difficult Conversations,Douglas Stone,Paperback,4.0,13.57,9780143118442,Business-Finance-Law,dataset/Business-Finance-Law/0000237.jpg
The Five Dysfunctions of a Team: Team Assessment,Patrick M. Lencioni,Paperback,4.0,10.87,9781118127308,Business-Finance-Law,dataset/Business-Finance-Law/0000238.jpg
Drive,Daniel H. Pink,Paperback,4.0,8.9,9781786891709,Business-Finance-Law,dataset/Business-Finance-Law/0000239.jpg
Robert Kuok,Robert Kuok,Hardback,4.5,25.6,9789814189736,Business-Finance-Law,dataset/Business-Finance-Law/0000240.jpg
When Genius Failed,Roger Lowenstein,Paperback,4.0,7.12,9781841155043,Business-Finance-Law,dataset/Business-Finance-Law/0000241.jpg
Your Brain at Work,David Rock,Hardback,4.0,17.83,9780061771293,Business-Finance-Law,dataset/Business-Finance-Law/0000242.jpg
23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,Paperback,4.0,8.37,9780141047973,Business-Finance-Law,dataset/Business-Finance-Law/0000243.jpg
Change by Design,Tim Brown,Hardback,4.0,21.22,9780061766084,Business-Finance-Law,dataset/Business-Finance-Law/0000244.jpg
Freakonomics,Steven D. Levitt,Paperback,4.0,7.29,9780141030081,Business-Finance-Law,dataset/Business-Finance-Law/0000245.jpg
Flash Boys,Michael Lewis,Paperback,4.0,9.73,9780141981031,Business-Finance-Law,dataset/Business-Finance-Law/0000246.jpg
Thanks for the Feedback,Douglas Stone,Paperback,4.0,8.5,9780670922635,Business-Finance-Law,dataset/Business-Finance-Law/0000247.jpg
Finding Your Element,Ken Robinson,Paperback,4.0,9.6,9780241952023,Business-Finance-Law,dataset/Business-Finance-Law/0000248.jpg
Capital,Karl Marx,Paperback,4.0,17.08,9780140445688,Business-Finance-Law,dataset/Business-Finance-Law/0000249.jpg
Getting Things Done,David Allen,Paperback,4.0,14.83,9780143126560,Business-Finance-Law,dataset/Business-Finance-Law/0000250.jpg
"Thinking, Fast and Slow",Daniel Kahneman,Hardback,4.0,24.66,9780374275631,Business-Finance-Law,dataset/Business-Finance-Law/0000251.jpg
From Third World to First,Kuan Yew Lee,Paperback,4.5,14.69,9780060957513,Business-Finance-Law,dataset/Business-Finance-Law/0000252.jpg
Blink,Malcolm Gladwell,Paperback,4.0,14.67,9780316010665,Business-Finance-Law,dataset/Business-Finance-Law/0000253.jpg
The One Minute Manager Meets the Monkey,Ken Blanchard,Paperback,4.0,8.29,9780007116980,Business-Finance-Law,dataset/Business-Finance-Law/0000254.jpg
Mastery,George Leonard,Paperback,4.0,11.36,9780452267565,Business-Finance-Law,dataset/Business-Finance-Law/0000255.jpg
Never Eat Alone,Keith Ferrazzi,Paperback,4.0,10.74,9780241004951,Business-Finance-Law,dataset/Business-Finance-Law/0000256.jpg
Market Wizards,Jack D. Schwager,Paperback,4.0,18.47,9781118273050,Business-Finance-Law,dataset/Business-Finance-Law/0000257.jpg
The Goal,Eliyahu M Goldratt,Paperback,4.0,22.46,9780884271956,Business-Finance-Law,dataset/Business-Finance-Law/0000258.jpg
"Crossing the Chasm, 3rd Edition",Geoffrey A Moore,Paperback,4.0,16.07,9780062292988,Business-Finance-Law,dataset/Business-Finance-Law/0000259.jpg
What Got You Here Won't Get You There,Marshall Goldsmith,Paperback,4.0,8.84,9781846681370,Business-Finance-Law,dataset/Business-Finance-Law/0000260.jpg
In the Company of Women,Grace Bonney,Hardback,4.0,24.13,9781579655976,Business-Finance-Law,dataset/Business-Finance-Law/0000261.jpg
Reminiscences of a Stock Operator,Edwin Lefevre,Paperback,4.0,13.21,9780471770886,Business-Finance-Law,dataset/Business-Finance-Law/0000262.jpg
The 22 Immutable Laws Of Marketing,Al Ries,Paperback,4.0,7.7,9781861976109,Business-Finance-Law,dataset/Business-Finance-Law/0000263.jpg
The Mind/Body Prescription,John Sarno,Paperback,4.0,12.64,9780446675154,Business-Finance-Law,dataset/Business-Finance-Law/0000264.jpg
Just Mercy,Bryan Stevenson,Paperback,4.5,10.0,9781925228311,Business-Finance-Law,dataset/Business-Finance-Law/0000265.jpg
Unreliable Memoirs,Clive James,Paperback,4.0,7.16,9780330264631,Business-Finance-Law,dataset/Business-Finance-Law/0000266.jpg
The Most Important Thing Illuminated,Howard Marks,Hardback,4.5,18.65,9780231162845,Business-Finance-Law,dataset/Business-Finance-Law/0000267.jpg
Predictably Irrational,Dan Ariely,Paperback,4.0,9.68,9780007256532,Business-Finance-Law,dataset/Business-Finance-Law/0000268.jpg
Superfreakonomics,Steven D Levitt,Paperback,4.0,8.02,9780062063373,Business-Finance-Law,dataset/Business-Finance-Law/0000269.jpg
Capitalism and Freedom,Milton Friedman,Paperback,4.0,15.16,9780226264219,Business-Finance-Law,dataset/Business-Finance-Law/0000270.jpg
Beating the Street,Peter Lynch,Paperback,4.0,9.67,9780671891633,Business-Finance-Law,dataset/Business-Finance-Law/0000271.jpg
The Undoing Project,Michael Lewis,Hardback,4.0,16.33,9780393254594,Business-Finance-Law,dataset/Business-Finance-Law/0000272.jpg
The Wealth of Nations,Adam Smith,Hardback,4.0,11.0,9780857080776,Business-Finance-Law,dataset/Business-Finance-Law/0000273.jpg
How Will You Measure Your Life?,Clayton M. Christensen,Hardback,4.0,13.11,9780007449156,Business-Finance-Law,dataset/Business-Finance-Law/0000274.jpg
Built to Last,James C. Collins,Paperback,4.0,15.15,9780060516406,Business-Finance-Law,dataset/Business-Finance-Law/0000275.jpg
The Outsiders,William N. Thorndike,Hardback,4.0,18.24,9781422162675,Business-Finance-Law,dataset/Business-Finance-Law/0000276.jpg
Call of the Reed Warbler: A New Agriculture - A New Earth,Charles Massy,Paperback,4.5,29.54,9780702253416,Business-Finance-Law,dataset/Business-Finance-Law/0000277.jpg
Crushing It!,Gary Vaynerchuk,Paperback,4.0,16.26,9780062845023,Business-Finance-Law,dataset/Business-Finance-Law/0000278.jpg
The Power of Full Engagement: Managing Energy Not Time is the key to High Perform and Personal Renewal,Jim Loehr,Paperback,4.0,13.8,9780743226752,Business-Finance-Law,dataset/Business-Finance-Law/0000279.jpg
The Liar,Steve Cavanagh,Paperback,4.5,7.72,9781409152392,Business-Finance-Law,dataset/Business-Finance-Law/0000280.jpg
Gamestorming,Dave Gray,Paperback,4.0,23.76,9780596804176,Business-Finance-Law,dataset/Business-Finance-Law/0000281.jpg
The 48 Laws of Power,Joost Elffers,Paperback,4.0,17.31,9780140280197,Business-Finance-Law,dataset/Business-Finance-Law/0000282.jpg
How to Lie with Statistics,Darrell Huff,Paperback,4.0,7.82,9780140136296,Business-Finance-Law,dataset/Business-Finance-Law/0000283.jpg
TED Talks,Chris Anderson,Paperback,4.0,8.32,9781472228062,Business-Finance-Law,dataset/Business-Finance-Law/0000284.jpg
The Culture Code,Daniel Coyle,Paperback,4.5,10.04,9781847941275,Business-Finance-Law,dataset/Business-Finance-Law/0000285.jpg
The Wife Drought,Annabel Crabb,Paperback,4.0,18.29,9780857984289,Business-Finance-Law,dataset/Business-Finance-Law/0000286.jpg
Start-Up Nation,Dan Senor,Paperback,4.0,7.92,9781455502394,Business-Finance-Law,dataset/Business-Finance-Law/0000287.jpg
Think and Grow Rich,Napoleon Hill,Paperback,4.0,7.23,9781634502535,Business-Finance-Law,dataset/Business-Finance-Law/0000288.jpg
Playing to Win,A.G. Lafley,Hardback,4.0,19.22,9781422187395,Business-Finance-Law,dataset/Business-Finance-Law/0000289.jpg
Immunity to Change,Robert Kegan,Hardback,4.0,22.57,9781422117361,Business-Finance-Law,dataset/Business-Finance-Law/0000290.jpg
Scaling Up,Verne Harnish,Hardback,4.0,27.45,9780986019524,Business-Finance-Law,dataset/Business-Finance-Law/0000291.jpg
The Power of the Actor,Ivana Chubbuck,Paperback,4.0,17.9,9781592401536,Business-Finance-Law,dataset/Business-Finance-Law/0000292.jpg
Smoke Gets in Your Eyes,Caitlin Doughty,Paperback,4.0,8.96,9781782111054,Business-Finance-Law,dataset/Business-Finance-Law/0000293.jpg
Everywhere I Look,Helen Garner,Paperback,4.0,15.21,9781925355369,Business-Finance-Law,dataset/Business-Finance-Law/0000294.jpg
"Whatever You Think, Think the Opposite",Paul Arden,Paperback,4.0,9.8,9780141025711,Business-Finance-Law,dataset/Business-Finance-Law/0000295.jpg
Development as Freedom,Amartya Sen,Paperback,4.0,11.63,9780192893307,Business-Finance-Law,dataset/Business-Finance-Law/0000296.jpg
The Road to Ruin,James Rickards,Paperback,4.0,15.13,9780241189207,Business-Finance-Law,dataset/Business-Finance-Law/0000297.jpg
Naked Statistics,Charles Wheelan,Paperback,4.0,13.77,9780393347777,Business-Finance-Law,dataset/Business-Finance-Law/0000298.jpg
Ogilvy on Advertising,David Ogilvy,Paperback,4.0,15.03,9781853756153,Business-Finance-Law,dataset/Business-Finance-Law/0000299.jpg
The Price of Inequality,Joseph Stiglitz,Paperback,4.0,11.74,9780718197384,Business-Finance-Law,dataset/Business-Finance-Law/0000300.jpg
Originals,Adam Grant,Paperback,4.0,10.94,9780753548080,Business-Finance-Law,dataset/Business-Finance-Law/0000301.jpg
The Art of Asking,Amanda Palmer,Paperback,4.0,15.68,9780349408095,Business-Finance-Law,dataset/Business-Finance-Law/0000302.jpg
Everything Store,Brad Stone,Paperback,4.0,8.28,9780316377553,Business-Finance-Law,dataset/Business-Finance-Law/0000303.jpg
The Ladybird Book of Red Tape,Jason Hazeley,Hardback,4.0,6.36,9780718184391,Business-Finance-Law,dataset/Business-Finance-Law/0000304.jpg
Difficult Conversations,Bruce Patton,Paperback,4.0,8.46,9780670921348,Business-Finance-Law,dataset/Business-Finance-Law/0000305.jpg
Leadership and the One Minute Manager,Kenneth Blanchard,Paperback,4.0,8.17,9780007103416,Business-Finance-Law,dataset/Business-Finance-Law/0000306.jpg
Work Rules!,Laszlo Bock,Paperback,4.0,9.34,9781444792386,Business-Finance-Law,dataset/Business-Finance-Law/0000307.jpg
A Whole New Mind,Daniel H. Pink,Paperback,4.0,15.29,9781594481710,Business-Finance-Law,dataset/Business-Finance-Law/0000308.jpg
How Google Works,III  Eric Schmidt,Paperback,4.0,8.39,9781444792492,Business-Finance-Law,dataset/Business-Finance-Law/0000309.jpg
How to Fail at Almost Everything and Still Win Big,Scott Adams,Paperback,4.0,12.92,9781591847748,Business-Finance-Law,dataset/Business-Finance-Law/0000310.jpg
The Making of a Manager,Julie Zhuo,Paperback,4.5,12.91,9780753552896,Business-Finance-Law,dataset/Business-Finance-Law/0000311.jpg
The Big Short,Michael Lewis,Paperback,4.5,8.32,9780141043531,Business-Finance-Law,dataset/Business-Finance-Law/0000312.jpg
Getting to Yes,Roger Fisher,Paperback,4.0,12.6,9780143118756,Business-Finance-Law,dataset/Business-Finance-Law/0000313.jpg
"Wisdom from Rich Dad, Poor Dad",Robert Kiyosaki,Hardback,4.5,4.23,9780762460991,Business-Finance-Law,dataset/Business-Finance-Law/0000314.jpg
Snakes in Suits,Paul Babiak,Paperback,3.5,14.4,9780061147890,Business-Finance-Law,dataset/Business-Finance-Law/0000315.jpg
The Power of Moments,Chip Heath,Paperback,4.0,14.67,9780593079263,Business-Finance-Law,dataset/Business-Finance-Law/0000316.jpg
The Wolf of Wall Street,Jordan Belfort,Paperback,3.5,12.86,9780553384772,Business-Finance-Law,dataset/Business-Finance-Law/0000317.jpg
Managing successful projects with PRINCE2,Office of Government Commerce,Paperback,3.5,79.25,9780113310593,Business-Finance-Law,dataset/Business-Finance-Law/0000318.jpg
Inspired,Marty Cagan,Hardback,4.0,17.52,9781119387503,Business-Finance-Law,dataset/Business-Finance-Law/0000319.jpg
Designing Your Life,Bill Burnett,Paperback,4.0,10.19,9781784701178,Business-Finance-Law,dataset/Business-Finance-Law/0000320.jpg
The 33 Strategies Of War,Robert Greene,Paperback,4.5,15.76,9781861979780,Business-Finance-Law,dataset/Business-Finance-Law/0000321.jpg
Warren Buffett and the Interpretation of Financial Statements,Mary Buffett,Paperback,4.0,7.73,9781849833196,Business-Finance-Law,dataset/Business-Finance-Law/0000322.jpg
Reinventing Organizations,Frederic Laloux,Paperback,4.5,19.32,9782960133509,Business-Finance-Law,dataset/Business-Finance-Law/0000323.jpg
Debt,David Graeber,Paperback,4.0,17.65,9781612194196,Business-Finance-Law,dataset/Business-Finance-Law/0000324.jpg
Big Debt Crises,Ray Dalio,Paperback,4.5,35.98,9781732689800,Business-Finance-Law,dataset/Business-Finance-Law/0000325.jpg
Bullshit Jobs,David Graeber,Paperback,4.0,9.93,9780141983479,Business-Finance-Law,dataset/Business-Finance-Law/0000326.jpg
Damn Good Advice (For People with Talent!),George Lois,Paperback,4.0,8.13,9780714863481,Business-Finance-Law,dataset/Business-Finance-Law/0000327.jpg
Propaganda,Edward Bernays,Paperback,4.0,11.5,9780970312594,Business-Finance-Law,dataset/Business-Finance-Law/0000328.jpg
This is Service Design Doing,Adam Lawrence,Paperback,4.5,24.67,9781491927182,Business-Finance-Law,dataset/Business-Finance-Law/0000329.jpg
Trump: The Art of the Deal,Donald J Trump,Paperback,3.5,12.48,9780399594496,Business-Finance-Law,dataset/Business-Finance-Law/0000330.jpg
All Marketers are Liars,Seth Godin,Paperback,4.0,12.64,9781591845331,Business-Finance-Law,dataset/Business-Finance-Law/0000331.jpg
Economics for the IB Diploma with CD-ROM,Ellie Tragakes,Mixed media product,4.0,49.28,9780521186407,Business-Finance-Law,dataset/Business-Finance-Law/0000332.jpg
Talking As Fast As I Can,Lauren Graham,Hardback,4.0,13.93,9780349009711,Business-Finance-Law,dataset/Business-Finance-Law/0000333.jpg
Now Habit,Neil Fiore,Paperback,4.0,11.3,9781585425525,Business-Finance-Law,dataset/Business-Finance-Law/0000334.jpg
Everybody Writes,Ann Handley,Hardback,4.0,16.5,9781118905555,Business-Finance-Law,dataset/Business-Finance-Law/0000335.jpg
Coaching for Performance,John Whitmore,Paperback,4.0,15.65,9781473658127,Business-Finance-Law,dataset/Business-Finance-Law/0000336.jpg
What Money Can't Buy,Michael Sandel,Paperback,4.0,9.47,9780241954485,Business-Finance-Law,dataset/Business-Finance-Law/0000337.jpg
Elon Musk,Ashlee Vance,Hardback,4.0,19.15,9780062301239,Business-Finance-Law,dataset/Business-Finance-Law/0000338.jpg
Tools of Titans,Timothy Ferriss,Hardback,4.0,22.14,9781328683786,Business-Finance-Law,dataset/Business-Finance-Law/0000339.jpg
Bulletproof Problem Solving,Charles Conn,Paperback,4.0,19.68,9781119553021,Business-Finance-Law,dataset/Business-Finance-Law/0000340.jpg
"Blood, Sweat, and Pixels",Jason Schreier,Paperback,4.5,10.71,9780062651235,Business-Finance-Law,dataset/Business-Finance-Law/0000341.jpg
